Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2017-07,Canada,Population,Females,55 years and over,Persons,thousands,5659.8
2017-08,Canada,Population,Females,55 years and over,Persons,thousands,5676.4
2017-09,Canada,Population,Females,55 years and over,Persons,thousands,5689.5
2017-10,Canada,Population,Females,55 years and over,Persons,thousands,5702.2
2017-11,Canada,Population,Females,55 years and over,Persons,thousands,5714.6
2017-12,Canada,Population,Females,55 years and over,Persons,thousands,5726.4
2018-01,Canada,Population,Females,55 years and over,Persons,thousands,5742.8
2018-02,Canada,Population,Females,55 years and over,Persons,thousands,5753.4
2018-03,Canada,Population,Females,55 years and over,Persons,thousands,5765.1
2018-04,Canada,Population,Females,55 years and over,Persons,thousands,5780.3
2018-05,Canada,Population,Females,55 years and over,Persons,thousands,5793.1
2018-06,Canada,Population,Females,55 years and over,Persons,thousands,5806.2
2018-07,Canada,Population,Females,55 years and over,Persons,thousands,5822.8
2018-08,Canada,Population,Females,55 years and over,Persons,thousands,5836.1
2018-09,Canada,Population,Females,55 years and over,Persons,thousands,5849.1
2018-10,Canada,Population,Females,55 years and over,Persons,thousands,5862.0
2018-11,Canada,Population,Females,55 years and over,Persons,thousands,5874.1
2018-12,Canada,Population,Females,55 years and over,Persons,thousands,5886.3
2019-01,Canada,Population,Females,55 years and over,Persons,thousands,5902.8
2019-02,Canada,Population,Females,55 years and over,Persons,thousands,5913.3
2019-03,Canada,Population,Females,55 years and over,Persons,thousands,5924.9
2019-04,Canada,Population,Females,55 years and over,Persons,thousands,5939.8
2019-05,Canada,Population,Females,55 years and over,Persons,thousands,5952.4
2019-06,Canada,Population,Females,55 years and over,Persons,thousands,5965.6
2019-07,Canada,Population,Females,55 years and over,Persons,thousands,5981.6
2019-08,Canada,Population,Females,55 years and over,Persons,thousands,5993.7
2019-09,Canada,Population,Females,55 years and over,Persons,thousands,6008.7
2019-10,Canada,Population,Females,55 years and over,Persons,thousands,6020.0
2019-11,Canada,Population,Females,55 years and over,Persons,thousands,6031.3
2019-12,Canada,Population,Females,55 years and over,Persons,thousands,6041.8
2020-01,Canada,Population,Females,55 years and over,Persons,thousands,6053.8
2020-02,Canada,Population,Females,55 years and over,Persons,thousands,6063.7
2020-03,Canada,Population,Females,55 years and over,Persons,thousands,6076.4
2020-04,Canada,Population,Females,55 years and over,Persons,thousands,6086.4
2020-05,Canada,Population,Females,55 years and over,Persons,thousands,6096.7
2020-06,Canada,Population,Females,55 years and over,Persons,thousands,6110.1
2020-07,Canada,Population,Females,55 years and over,Persons,thousands,6120.8
2020-08,Canada,Population,Females,55 years and over,Persons,thousands,6131.2
2020-09,Canada,Population,Females,55 years and over,Persons,thousands,6144.4
2020-10,Canada,Population,Females,55 years and over,Persons,thousands,6154.5
2020-11,Canada,Population,Females,55 years and over,Persons,thousands,6164.3
2020-12,Canada,Population,Females,55 years and over,Persons,thousands,6173.7
2021-01,Canada,Population,Females,55 years and over,Persons,thousands,6184.3
2021-02,Canada,Population,Females,55 years and over,Persons,thousands,6194.9
2021-03,Canada,Population,Females,55 years and over,Persons,thousands,6203.9
2021-04,Canada,Population,Females,55 years and over,Persons,thousands,6212.2
2021-05,Canada,Population,Females,55 years and over,Persons,thousands,6220.1
2021-06,Canada,Population,Females,55 years and over,Persons,thousands,6231.0
2021-07,Canada,Population,Females,55 years and over,Persons,thousands,6241.0
2021-08,Canada,Population,Females,55 years and over,Persons,thousands,6253.3
2021-09,Canada,Population,Females,55 years and over,Persons,thousands,6262.6
2021-10,Canada,Population,Females,55 years and over,Persons,thousands,6271.9
2021-11,Canada,Population,Females,55 years and over,Persons,thousands,6280.4
2021-12,Canada,Population,Females,55 years and over,Persons,thousands,6289.2
2017-01,Canada,Labour force,Females,55 years and over,Persons,thousands,1774.3
2017-02,Canada,Labour force,Females,55 years and over,Persons,thousands,1777.1
2017-03,Canada,Labour force,Females,55 years and over,Persons,thousands,1781.1
2017-04,Canada,Labour force,Females,55 years and over,Persons,thousands,1785.9
2017-05,Canada,Labour force,Females,55 years and over,Persons,thousands,1793.5
2017-06,Canada,Labour force,Females,55 years and over,Persons,thousands,1821.9
2017-07,Canada,Labour force,Females,55 years and over,Persons,thousands,1823.2
2017-08,Canada,Labour force,Females,55 years and over,Persons,thousands,1844.0
2017-09,Canada,Labour force,Females,55 years and over,Persons,thousands,1841.3
2017-10,Canada,Labour force,Females,55 years and over,Persons,thousands,1832.0
2017-11,Canada,Labour force,Females,55 years and over,Persons,thousands,1856.0
2017-12,Canada,Labour force,Females,55 years and over,Persons,thousands,1875.7
2018-01,Canada,Labour force,Females,55 years and over,Persons,thousands,1870.9
2018-02,Canada,Labour force,Females,55 years and over,Persons,thousands,1855.8
2018-03,Canada,Labour force,Females,55 years and over,Persons,thousands,1844.8
2018-04,Canada,Labour force,Females,55 years and over,Persons,thousands,1853.3
2018-05,Canada,Labour force,Females,55 years and over,Persons,thousands,1867.1
2018-06,Canada,Labour force,Females,55 years and over,Persons,thousands,1864.6
2018-07,Canada,Labour force,Females,55 years and over,Persons,thousands,1875.8
2018-08,Canada,Labour force,Females,55 years and over,Persons,thousands,1856.7
2018-09,Canada,Labour force,Females,55 years and over,Persons,thousands,1861.2
2018-10,Canada,Labour force,Females,55 years and over,Persons,thousands,1876.2
2018-11,Canada,Labour force,Females,55 years and over,Persons,thousands,1903.7
2018-12,Canada,Labour force,Females,55 years and over,Persons,thousands,1890.6
2019-01,Canada,Labour force,Females,55 years and over,Persons,thousands,1890.0
2019-02,Canada,Labour force,Females,55 years and over,Persons,thousands,1909.0
2019-03,Canada,Labour force,Females,55 years and over,Persons,thousands,1915.6
2019-04,Canada,Labour force,Females,55 years and over,Persons,thousands,1922.9
2019-05,Canada,Labour force,Females,55 years and over,Persons,thousands,1926.1
2019-06,Canada,Labour force,Females,55 years and over,Persons,thousands,1917.5
2019-07,Canada,Labour force,Females,55 years and over,Persons,thousands,1928.7
2019-08,Canada,Labour force,Females,55 years and over,Persons,thousands,1933.4
2019-09,Canada,Labour force,Females,55 years and over,Persons,thousands,1955.5
2019-10,Canada,Labour force,Females,55 years and over,Persons,thousands,1959.3
2019-11,Canada,Labour force,Females,55 years and over,Persons,thousands,1946.8
2019-12,Canada,Labour force,Females,55 years and over,Persons,thousands,1953.4
2020-01,Canada,Labour force,Females,55 years and over,Persons,thousands,1964.3
2020-02,Canada,Labour force,Females,55 years and over,Persons,thousands,1980.4
2020-03,Canada,Labour force,Females,55 years and over,Persons,thousands,1892.7
2020-04,Canada,Labour force,Females,55 years and over,Persons,thousands,1815.2
2020-05,Canada,Labour force,Females,55 years and over,Persons,thousands,1830.1
2020-06,Canada,Labour force,Females,55 years and over,Persons,thousands,1872.3
2020-07,Canada,Labour force,Females,55 years and over,Persons,thousands,1887.5
2020-08,Canada,Labour force,Females,55 years and over,Persons,thousands,1908.2
2020-09,Canada,Labour force,Females,55 years and over,Persons,thousands,1904.4
2020-10,Canada,Labour force,Females,55 years and over,Persons,thousands,1927.1
2020-11,Canada,Labour force,Females,55 years and over,Persons,thousands,1931.7
2020-12,Canada,Labour force,Females,55 years and over,Persons,thousands,1964.5
2021-01,Canada,Labour force,Females,55 years and over,Persons,thousands,1971.9
2021-02,Canada,Labour force,Females,55 years and over,Persons,thousands,1970.6
2021-03,Canada,Labour force,Females,55 years and over,Persons,thousands,1988.0
2021-04,Canada,Labour force,Females,55 years and over,Persons,thousands,1992.1
2021-05,Canada,Labour force,Females,55 years and over,Persons,thousands,1991.9
2021-06,Canada,Labour force,Females,55 years and over,Persons,thousands,1995.8
2021-07,Canada,Labour force,Females,55 years and over,Persons,thousands,1974.2
2021-08,Canada,Labour force,Females,55 years and over,Persons,thousands,1970.2
2021-09,Canada,Labour force,Females,55 years and over,Persons,thousands,1976.0
2021-10,Canada,Labour force,Females,55 years and over,Persons,thousands,1966.6
2021-11,Canada,Labour force,Females,55 years and over,Persons,thousands,1972.2
2021-12,Canada,Labour force,Females,55 years and over,Persons,thousands,1960.6
2017-01,Canada,Employment,Females,55 years and over,Persons,thousands,1678.2
2017-02,Canada,Employment,Females,55 years and over,Persons,thousands,1680.6
2017-03,Canada,Employment,Females,55 years and over,Persons,thousands,1681.0
2017-04,Canada,Employment,Females,55 years and over,Persons,thousands,1688.7
2017-05,Canada,Employment,Females,55 years and over,Persons,thousands,1694.0
2017-06,Canada,Employment,Females,55 years and over,Persons,thousands,1713.6
2017-07,Canada,Employment,Females,55 years and over,Persons,thousands,1720.7
2017-08,Canada,Employment,Females,55 years and over,Persons,thousands,1751.0
2017-09,Canada,Employment,Females,55 years and over,Persons,thousands,1747.5
2017-10,Canada,Employment,Females,55 years and over,Persons,thousands,1736.8
2017-11,Canada,Employment,Females,55 years and over,Persons,thousands,1770.0
2017-12,Canada,Employment,Females,55 years and over,Persons,thousands,1787.1
2018-01,Canada,Employment,Females,55 years and over,Persons,thousands,1781.3
2018-02,Canada,Employment,Females,55 years and over,Persons,thousands,1774.2
2018-03,Canada,Employment,Females,55 years and over,Persons,thousands,1757.0
2018-04,Canada,Employment,Females,55 years and over,Persons,thousands,1768.5
2018-05,Canada,Employment,Females,55 years and over,Persons,thousands,1779.7
2018-06,Canada,Employment,Females,55 years and over,Persons,thousands,1773.6
2018-07,Canada,Employment,Females,55 years and over,Persons,thousands,1789.5
2018-08,Canada,Employment,Females,55 years and over,Persons,thousands,1760.9
2018-09,Canada,Employment,Females,55 years and over,Persons,thousands,1772.3
2018-10,Canada,Employment,Females,55 years and over,Persons,thousands,1785.0
2018-11,Canada,Employment,Females,55 years and over,Persons,thousands,1801.5
2018-12,Canada,Employment,Females,55 years and over,Persons,thousands,1798.4
2019-01,Canada,Employment,Females,55 years and over,Persons,thousands,1795.0
2019-02,Canada,Employment,Females,55 years and over,Persons,thousands,1810.4
2019-03,Canada,Employment,Females,55 years and over,Persons,thousands,1824.9
2019-04,Canada,Employment,Females,55 years and over,Persons,thousands,1835.9
2019-05,Canada,Employment,Females,55 years and over,Persons,thousands,1842.7
2019-06,Canada,Employment,Females,55 years and over,Persons,thousands,1840.8
2019-07,Canada,Employment,Females,55 years and over,Persons,thousands,1842.6
2019-08,Canada,Employment,Females,55 years and over,Persons,thousands,1846.2
2019-09,Canada,Employment,Females,55 years and over,Persons,thousands,1854.4
2019-10,Canada,Employment,Females,55 years and over,Persons,thousands,1869.2
2019-11,Canada,Employment,Females,55 years and over,Persons,thousands,1849.9
2019-12,Canada,Employment,Females,55 years and over,Persons,thousands,1860.4
2020-01,Canada,Employment,Females,55 years and over,Persons,thousands,1874.7
2020-02,Canada,Employment,Females,55 years and over,Persons,thousands,1878.4
2020-03,Canada,Employment,Females,55 years and over,Persons,thousands,1780.6
2020-04,Canada,Employment,Females,55 years and over,Persons,thousands,1619.6
2020-05,Canada,Employment,Females,55 years and over,Persons,thousands,1638.3
2020-06,Canada,Employment,Females,55 years and over,Persons,thousands,1678.8
2020-07,Canada,Employment,Females,55 years and over,Persons,thousands,1726.6
2020-08,Canada,Employment,Females,55 years and over,Persons,thousands,1749.2
2020-09,Canada,Employment,Females,55 years and over,Persons,thousands,1758.7
2020-10,Canada,Employment,Females,55 years and over,Persons,thousands,1778.2
2020-11,Canada,Employment,Females,55 years and over,Persons,thousands,1789.9
2020-12,Canada,Employment,Females,55 years and over,Persons,thousands,1799.2
2021-01,Canada,Employment,Females,55 years and over,Persons,thousands,1804.9
2021-02,Canada,Employment,Females,55 years and over,Persons,thousands,1824.5
2021-03,Canada,Employment,Females,55 years and over,Persons,thousands,1878.3
2021-04,Canada,Employment,Females,55 years and over,Persons,thousands,1842.0
2021-05,Canada,Employment,Females,55 years and over,Persons,thousands,1833.1
2021-06,Canada,Employment,Females,55 years and over,Persons,thousands,1838.1
2021-07,Canada,Employment,Females,55 years and over,Persons,thousands,1815.7
2021-08,Canada,Employment,Females,55 years and over,Persons,thousands,1821.8
2021-09,Canada,Employment,Females,55 years and over,Persons,thousands,1825.2
2021-10,Canada,Employment,Females,55 years and over,Persons,thousands,1805.7
2021-11,Canada,Employment,Females,55 years and over,Persons,thousands,1828.1
2021-12,Canada,Employment,Females,55 years and over,Persons,thousands,1825.7
2017-01,Canada,Unemployment,Females,55 years and over,Persons,thousands,96.1
2017-02,Canada,Unemployment,Females,55 years and over,Persons,thousands,96.5
2017-03,Canada,Unemployment,Females,55 years and over,Persons,thousands,100.2
2017-04,Canada,Unemployment,Females,55 years and over,Persons,thousands,97.2
2017-05,Canada,Unemployment,Females,55 years and over,Persons,thousands,99.6
2017-06,Canada,Unemployment,Females,55 years and over,Persons,thousands,108.3
2017-07,Canada,Unemployment,Females,55 years and over,Persons,thousands,102.6
2017-08,Canada,Unemployment,Females,55 years and over,Persons,thousands,93.0
2017-09,Canada,Unemployment,Females,55 years and over,Persons,thousands,93.7
2017-10,Canada,Unemployment,Females,55 years and over,Persons,thousands,95.2
2017-11,Canada,Unemployment,Females,55 years and over,Persons,thousands,85.9
2017-12,Canada,Unemployment,Females,55 years and over,Persons,thousands,88.7
2018-01,Canada,Unemployment,Females,55 years and over,Persons,thousands,89.6
2018-02,Canada,Unemployment,Females,55 years and over,Persons,thousands,81.6
2018-03,Canada,Unemployment,Females,55 years and over,Persons,thousands,87.8
2018-04,Canada,Unemployment,Females,55 years and over,Persons,thousands,84.8
2018-05,Canada,Unemployment,Females,55 years and over,Persons,thousands,87.4
2018-06,Canada,Unemployment,Females,55 years and over,Persons,thousands,91.0
2018-07,Canada,Unemployment,Females,55 years and over,Persons,thousands,86.3
2018-08,Canada,Unemployment,Females,55 years and over,Persons,thousands,95.9
2018-09,Canada,Unemployment,Females,55 years and over,Persons,thousands,89.0
2018-10,Canada,Unemployment,Females,55 years and over,Persons,thousands,91.3
2018-11,Canada,Unemployment,Females,55 years and over,Persons,thousands,102.2
2018-12,Canada,Unemployment,Females,55 years and over,Persons,thousands,92.2
2019-01,Canada,Unemployment,Females,55 years and over,Persons,thousands,95.0
2019-02,Canada,Unemployment,Females,55 years and over,Persons,thousands,98.6
2019-03,Canada,Unemployment,Females,55 years and over,Persons,thousands,90.7
2019-04,Canada,Unemployment,Females,55 years and over,Persons,thousands,87.0
2019-05,Canada,Unemployment,Females,55 years and over,Persons,thousands,83.4
2019-06,Canada,Unemployment,Females,55 years and over,Persons,thousands,76.7
2019-07,Canada,Unemployment,Females,55 years and over,Persons,thousands,86.1
2019-08,Canada,Unemployment,Females,55 years and over,Persons,thousands,87.1
2019-09,Canada,Unemployment,Females,55 years and over,Persons,thousands,101.1
2019-10,Canada,Unemployment,Females,55 years and over,Persons,thousands,90.1
2019-11,Canada,Unemployment,Females,55 years and over,Persons,thousands,96.8
2019-12,Canada,Unemployment,Females,55 years and over,Persons,thousands,93.0
2020-01,Canada,Unemployment,Females,55 years and over,Persons,thousands,89.7
2020-02,Canada,Unemployment,Females,55 years and over,Persons,thousands,102.1
2020-03,Canada,Unemployment,Females,55 years and over,Persons,thousands,112.1
2020-04,Canada,Unemployment,Females,55 years and over,Persons,thousands,195.5
2020-05,Canada,Unemployment,Females,55 years and over,Persons,thousands,191.8
2020-06,Canada,Unemployment,Females,55 years and over,Persons,thousands,193.5
2020-07,Canada,Unemployment,Females,55 years and over,Persons,thousands,160.9
2020-08,Canada,Unemployment,Females,55 years and over,Persons,thousands,159.0
2020-09,Canada,Unemployment,Females,55 years and over,Persons,thousands,145.8
2020-10,Canada,Unemployment,Females,55 years and over,Persons,thousands,148.9
2020-11,Canada,Unemployment,Females,55 years and over,Persons,thousands,141.8
2020-12,Canada,Unemployment,Females,55 years and over,Persons,thousands,165.3
2021-01,Canada,Unemployment,Females,55 years and over,Persons,thousands,167.0
2021-02,Canada,Unemployment,Females,55 years and over,Persons,thousands,146.1
2021-03,Canada,Unemployment,Females,55 years and over,Persons,thousands,109.7
2021-04,Canada,Unemployment,Females,55 years and over,Persons,thousands,150.1
2021-05,Canada,Unemployment,Females,55 years and over,Persons,thousands,158.8
2021-06,Canada,Unemployment,Females,55 years and over,Persons,thousands,157.7
2021-07,Canada,Unemployment,Females,55 years and over,Persons,thousands,158.5
2021-08,Canada,Unemployment,Females,55 years and over,Persons,thousands,148.4
2021-09,Canada,Unemployment,Females,55 years and over,Persons,thousands,150.7
2021-10,Canada,Unemployment,Females,55 years and over,Persons,thousands,160.8
2021-11,Canada,Unemployment,Females,55 years and over,Persons,thousands,144.1
2021-12,Canada,Unemployment,Females,55 years and over,Persons,thousands,134.9
2017-01,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.4
2017-02,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.4
2017-03,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.6
2017-04,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.4
2017-05,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.6
2017-06,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.9
2017-07,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.6
2017-08,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.0
2017-09,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.1
2017-10,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.2
2017-11,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.6
2017-12,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.7
2018-01,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.8
2018-02,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.4
2018-03,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.8
2018-04,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.6
2018-05,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.7
2018-06,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.9
2018-07,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.6
2018-08,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.2
2018-09,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.8
2018-10,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.9
2018-11,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.4
2018-12,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.9
2019-01,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.0
2019-02,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.2
2019-03,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.7
2019-04,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.5
2019-05,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.3
2019-06,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.0
2019-07,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.5
2019-08,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.5
2019-09,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.2
2019-10,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.6
2019-11,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.0
2019-12,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.8
2020-01,Canada,Unemployment rate,Females,55 years and over,Percentage,units,4.6
2020-02,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.2
2020-03,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.9
2020-04,Canada,Unemployment rate,Females,55 years and over,Percentage,units,10.8
2020-05,Canada,Unemployment rate,Females,55 years and over,Percentage,units,10.5
2020-06,Canada,Unemployment rate,Females,55 years and over,Percentage,units,10.3
2020-07,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.5
2020-08,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.3
2020-09,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.7
2020-10,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.7
2020-11,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.3
2020-12,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.4
2021-01,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.5
2021-02,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.4
2021-03,Canada,Unemployment rate,Females,55 years and over,Percentage,units,5.5
2021-04,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.5
2021-05,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.0
2021-06,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.9
2021-07,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.0
2021-08,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.5
2021-09,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.6
2021-10,Canada,Unemployment rate,Females,55 years and over,Percentage,units,8.2
2021-11,Canada,Unemployment rate,Females,55 years and over,Percentage,units,7.3
2021-12,Canada,Unemployment rate,Females,55 years and over,Percentage,units,6.9
2017-01,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2017-02,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2017-03,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2017-04,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2017-05,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2017-06,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2017-07,Canada,Participation rate,Females,55 years and over,Percentage,units,32.2
2017-08,Canada,Participation rate,Females,55 years and over,Percentage,units,32.5
2017-09,Canada,Participation rate,Females,55 years and over,Percentage,units,32.4
2017-10,Canada,Participation rate,Females,55 years and over,Percentage,units,32.1
2017-11,Canada,Participation rate,Females,55 years and over,Percentage,units,32.5
2017-12,Canada,Participation rate,Females,55 years and over,Percentage,units,32.8
2018-01,Canada,Participation rate,Females,55 years and over,Percentage,units,32.6
2018-02,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2018-03,Canada,Participation rate,Females,55 years and over,Percentage,units,32.0
2018-04,Canada,Participation rate,Females,55 years and over,Percentage,units,32.1
2018-05,Canada,Participation rate,Females,55 years and over,Percentage,units,32.2
2018-06,Canada,Participation rate,Females,55 years and over,Percentage,units,32.1
2018-07,Canada,Participation rate,Females,55 years and over,Percentage,units,32.2
2018-08,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2018-09,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2018-10,Canada,Participation rate,Females,55 years and over,Percentage,units,32.0
2018-11,Canada,Participation rate,Females,55 years and over,Percentage,units,32.4
2018-12,Canada,Participation rate,Females,55 years and over,Percentage,units,32.1
2019-01,Canada,Participation rate,Females,55 years and over,Percentage,units,32.0
2019-02,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2019-03,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2019-04,Canada,Participation rate,Females,55 years and over,Percentage,units,32.4
2019-05,Canada,Participation rate,Females,55 years and over,Percentage,units,32.4
2019-06,Canada,Participation rate,Females,55 years and over,Percentage,units,32.1
2019-07,Canada,Participation rate,Females,55 years and over,Percentage,units,32.2
2019-08,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2019-09,Canada,Participation rate,Females,55 years and over,Percentage,units,32.5
2019-10,Canada,Participation rate,Females,55 years and over,Percentage,units,32.5
2019-11,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2019-12,Canada,Participation rate,Females,55 years and over,Percentage,units,32.3
2020-01,Canada,Participation rate,Females,55 years and over,Percentage,units,32.4
2020-02,Canada,Participation rate,Females,55 years and over,Percentage,units,32.7
2020-03,Canada,Participation rate,Females,55 years and over,Percentage,units,31.1
2020-04,Canada,Participation rate,Females,55 years and over,Percentage,units,29.8
2020-05,Canada,Participation rate,Females,55 years and over,Percentage,units,30.0
2020-06,Canada,Participation rate,Females,55 years and over,Percentage,units,30.6
2020-07,Canada,Participation rate,Females,55 years and over,Percentage,units,30.8
2020-08,Canada,Participation rate,Females,55 years and over,Percentage,units,31.1
2020-09,Canada,Participation rate,Females,55 years and over,Percentage,units,31.0
2020-10,Canada,Participation rate,Females,55 years and over,Percentage,units,31.3
2020-11,Canada,Participation rate,Females,55 years and over,Percentage,units,31.3
2020-12,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2021-01,Canada,Participation rate,Females,55 years and over,Percentage,units,31.9
2021-02,Canada,Participation rate,Females,55 years and over,Percentage,units,31.8
2021-03,Canada,Participation rate,Females,55 years and over,Percentage,units,32.0
2021-04,Canada,Participation rate,Females,55 years and over,Percentage,units,32.1
2021-05,Canada,Participation rate,Females,55 years and over,Percentage,units,32.0
2021-06,Canada,Participation rate,Females,55 years and over,Percentage,units,32.0
2021-07,Canada,Participation rate,Females,55 years and over,Percentage,units,31.6
2021-08,Canada,Participation rate,Females,55 years and over,Percentage,units,31.5
2021-09,Canada,Participation rate,Females,55 years and over,Percentage,units,31.6
2021-10,Canada,Participation rate,Females,55 years and over,Percentage,units,31.4
2021-11,Canada,Participation rate,Females,55 years and over,Percentage,units,31.4
2021-12,Canada,Participation rate,Females,55 years and over,Percentage,units,31.2
2017-01,Canada,Employment rate,Females,55 years and over,Percentage,units,30.1
2017-02,Canada,Employment rate,Females,55 years and over,Percentage,units,30.0
2017-03,Canada,Employment rate,Females,55 years and over,Percentage,units,30.0
2017-04,Canada,Employment rate,Females,55 years and over,Percentage,units,30.1
2017-05,Canada,Employment rate,Females,55 years and over,Percentage,units,30.1
2017-06,Canada,Employment rate,Females,55 years and over,Percentage,units,30.3
2017-07,Canada,Employment rate,Females,55 years and over,Percentage,units,30.4
2017-08,Canada,Employment rate,Females,55 years and over,Percentage,units,30.8
2017-09,Canada,Employment rate,Females,55 years and over,Percentage,units,30.7
2017-10,Canada,Employment rate,Females,55 years and over,Percentage,units,30.5
2017-11,Canada,Employment rate,Females,55 years and over,Percentage,units,31.0
2017-12,Canada,Employment rate,Females,55 years and over,Percentage,units,31.2
2018-01,Canada,Employment rate,Females,55 years and over,Percentage,units,31.0
2018-02,Canada,Employment rate,Females,55 years and over,Percentage,units,30.8
2018-03,Canada,Employment rate,Females,55 years and over,Percentage,units,30.5
2018-04,Canada,Employment rate,Females,55 years and over,Percentage,units,30.6
2018-05,Canada,Employment rate,Females,55 years and over,Percentage,units,30.7
2018-06,Canada,Employment rate,Females,55 years and over,Percentage,units,30.5
2018-07,Canada,Employment rate,Females,55 years and over,Percentage,units,30.7
2018-08,Canada,Employment rate,Females,55 years and over,Percentage,units,30.2
2018-09,Canada,Employment rate,Females,55 years and over,Percentage,units,30.3
2018-10,Canada,Employment rate,Females,55 years and over,Percentage,units,30.5
2018-11,Canada,Employment rate,Females,55 years and over,Percentage,units,30.7
2018-12,Canada,Employment rate,Females,55 years and over,Percentage,units,30.6
2019-01,Canada,Employment rate,Females,55 years and over,Percentage,units,30.4
2019-02,Canada,Employment rate,Females,55 years and over,Percentage,units,30.6
2019-03,Canada,Employment rate,Females,55 years and over,Percentage,units,30.8
2019-04,Canada,Employment rate,Females,55 years and over,Percentage,units,30.9
2019-05,Canada,Employment rate,Females,55 years and over,Percentage,units,31.0
2019-06,Canada,Employment rate,Females,55 years and over,Percentage,units,30.9
2019-07,Canada,Employment rate,Females,55 years and over,Percentage,units,30.8
2019-08,Canada,Employment rate,Females,55 years and over,Percentage,units,30.8
2019-09,Canada,Employment rate,Females,55 years and over,Percentage,units,30.9
2019-10,Canada,Employment rate,Females,55 years and over,Percentage,units,31.0
2019-11,Canada,Employment rate,Females,55 years and over,Percentage,units,30.7
2019-12,Canada,Employment rate,Females,55 years and over,Percentage,units,30.8
2020-01,Canada,Employment rate,Females,55 years and over,Percentage,units,31.0
2020-02,Canada,Employment rate,Females,55 years and over,Percentage,units,31.0
2020-03,Canada,Employment rate,Females,55 years and over,Percentage,units,29.3
